merk_tipe;id_jenis;no_polisi;warna;tahun_buat;tahun_beli;silinder;no_rangka;no_mesin;no_body;no_pabrik;bahan_bakar;noreg;ukuran;bahan;status;keterangan
AAI/Komodo CNG (6x2) AT;5;B 7106 IX;null;null;2011;null;null;GE12TI00577SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7107 IX;null;null;2011;null;null;GE12TI00578SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7108 IX;null;null;2011;null;null;GE12TI00579SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7109 IX;null;null;2011;null;null;GE12TI00580SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7110 IX;null;null;2011;null;null;GE12TI00511SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7111 IX;null;null;2011;null;null;null;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7112 IX;null;null;2011;null;null;GE12TI00613SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7113 IX;null;null;2011;null;null;GE12TI00614SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7114 IX;null;null;2011;null;null;null;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7115 IX;null;null;2011;null;null;GE12TI100633SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7116 IX;null;null;2011;null;null;GE12TI100634SE;null;null;null;002;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7117 IX;null;null;2011;null;null;GE12TI100635SE;null;null;null;003;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7118 IX;null;null;2011;null;null;GE12TI100636SE;null;null;null;004;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7119 IX;null;null;2011;null;null;GE12TI100637SE;null;null;null;005;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7120 IX;null;null;2011;null;null;GE12TI100648SE;null;null;null;006;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7121 IX;null;null;2011;null;null;GE12TI100649SE;null;null;null;007;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7122 IX;null;null;2011;null;null;GE12TI100650SE;null;null;null;008;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7102 IX;null;null;2011;null;null;GE12TI00564SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7414 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;022;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7415 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;023;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7417 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;024;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7418 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;025;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7419 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;027;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7420 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;026;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7421 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;028;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7422 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;029;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7423 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;030;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7424 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;032;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7425 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;016;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7427 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;031;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7428 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;015;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7429 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;017;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7430 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;018;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7431 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;019;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7432 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;020;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
ANKAI BRT GO2D;5;B 7433 IV;null;null;2012;null;null;WP12NG380E4014;null;null;null;021;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7324 IV;null;null;2012;null;null;79370865;null;null;null;033;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7325 IV;null;null;2012;null;null;46917759;null;null;null;034;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7327 IV;null;null;2012;null;null;46917738;null;null;null;035;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7328 IV;null;null;2012;null;null;46915241;null;null;null;036;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7329 IV;null;null;2012;null;null;46915239;null;null;null;037;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7330 IV;null;null;2012;null;null;46915228;null;null;null;038;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7331 IV;null;null;2012;null;null;46915228;null;null;null;045;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7332 IV;null;null;2012;null;null;46949361;null;null;null;040;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7383 IV;null;null;2012;null;null;46915228;null;null;null;041;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7334 IV;null;null;2012;null;null;73370886;null;null;null;042;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7335 IV;null;null;2012;null;null;73370875;null;null;null;043;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7337 IV;null;null;2012;null;null;73370861;null;null;null;050;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7338 IV;null;null;2012;null;null;73370854;null;null;null;044;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7339 IV;null;null;2012;null;null;73370898;null;null;null;046;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7340 IV;null;null;2012;null;null;73370909;null;null;null;047;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7341 IV;null;null;2012;null;null;73370842;null;null;null;048;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7342 IV;null;null;2012;null;null;73367377;null;null;null;049;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7343 IV;null;null;2012;null;null;2328411;null;null;null;050;8.900 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
